service_id,monday,tuesday,wednesday,thursday,friday,saturday,sunday,start_date,end_date
"Special#481","0","0","0","0","0","0","0","20250907","20250913"
"Special#482","0","0","0","0","0","0","0","20250914","20251026"
"Special#483","0","0","0","0","0","0","0","20251031","20251031"
"Special#484","0","0","0","0","0","0","0","20260105","20260107"
"Special#485","0","0","0","0","0","0","0","20251215","20260227"
"Special#486","0","0","0","0","0","0","0","20251103","20251126"
"Special#487","0","0","0","0","0","0","0","20250915","20251031"
"Special#488","0","0","0","0","0","0","0","20251027","20251029"
"Special#489","0","0","0","0","0","0","0","20250910","20250912"
"Special#490","0","0","0","0","0","0","0","20251223","20260107"
"Special#491","0","0","0","0","0","0","0","20251215","20260227"
"Special#492","0","0","0","0","0","0","0","20250915","20251030"
"Special#493","0","0","0","0","0","0","0","20251104","20251104"
"Special#494","0","0","0","0","0","0","0","20251103","20251126"
"Special#495","0","0","0","0","0","0","0","20251020","20251023"
"Special#496","0","0","0","0","0","0","0","20251024","20251030"
"Special#497","0","0","0","0","0","0","0","20251102","20251102"
"Special#498","0","0","0","0","0","0","0","20251030","20251030"
"Special#499","0","0","0","0","0","0","0","20251101","20251101"
"Special#500","0","0","0","0","0","0","0","20250915","20250915"
"Special#501","0","0","0","0","0","0","0","20251027","20251030"
"Special#502","0","0","0","0","0","0","0","20251020","20251030"
"Special#503","0","0","0","0","0","0","0","20250908","20251017"
"Special#504","0","0","0","0","0","0","0","20251124","20251212"
"Special#505","0","0","0","0","0","0","0","20250907","20251207"
"Special#506","0","0","0","0","0","0","0","20250915","20251113"
"Special#507","0","0","0","0","0","0","0","20251129","20251213"
"Special#508","0","0","0","0","0","0","0","20251104","20251212"
"Special#509","0","0","0","0","0","0","0","20250908","20260227"
"Special#510","0","0","0","0","0","0","0","20251223","20260105"
"Special#511","0","0","0","0","0","0","0","20251101","20251102"
"Special#512","0","0","0","0","0","0","0","20251031","20251102"
"Special#513","0","0","0","0","0","0","0","20251031","20251102"
"Special#514","0","0","0","0","0","0","0","20250908","20260227"
"Special#515","0","0","0","0","0","0","0","20250910","20251212"
"Special#516","0","0","0","0","0","0","0","20250910","20251031"
"Special#517","0","0","0","0","0","0","0","20251103","20260227"
"Special#518","0","0","0","0","0","0","0","20250914","20251005"
"Special#519","0","0","0","0","0","0","0","20250921","20251026"
"Special#520","0","0","0","0","0","0","0","20251103","20260228"
"Special#521","0","0","0","0","0","0","0","20250907","20250909"
"Special#522","0","0","0","0","0","0","0","20250910","20251030"
"Special#523","0","0","0","0","0","0","0","20251108","20260228"
"Special#524","0","0","0","0","0","0","0","20251103","20251212"
"Special#525","0","0","0","0","0","0","0","20250910","20251025"
"Special#526","0","0","0","0","0","0","0","20250915","20251030"
"Special#527","0","0","0","0","0","0","0","20251103","20260228"
"Special#528","0","0","0","0","0","0","0","20250910","20251213"
"Special#529","0","0","0","0","0","0","0","20250908","20251030"
"Special#530","0","0","0","0","0","0","0","20250910","20251212"
"Special#531","0","0","0","0","0","0","0","20251103","20251121"
"Special#532","0","0","0","0","0","0","0","20251108","20260228"
"Special#533","0","0","0","0","0","0","0","20250913","20251026"
"Special#534","0","0","0","0","0","0","0","20250908","20260227"
"Special#535","0","0","0","0","0","0","0","20251107","20251121"
"Special#536","0","0","0","0","0","0","0","20250908","20251212"
"Special#537","0","0","0","0","0","0","0","20250908","20260227"
"Special#538","0","0","0","0","0","0","0","20250908","20260227"
"Special#539","0","0","0","0","0","0","0","20251117","20251120"
"Special#540","0","0","0","0","0","0","0","20250912","20260227"
"Special#541","0","0","0","0","0","0","0","20251103","20251212"
"Special#542","0","0","0","0","0","0","0","20250908","20250911"
"Special#543","0","0","0","0","0","0","0","20250913","20251025"
"Special#544","0","0","0","0","0","0","0","20250915","20251030"
"Special#545","0","0","0","0","0","0","0","20250907","20260228"
"Special#546","0","0","0","0","0","0","0","20250910","20251213"
"Special#547","0","0","0","0","0","0","0","20251116","20251207"
"Special#548","0","0","0","0","0","0","0","20251103","20260228"
"Special#549","0","0","0","0","0","0","0","20250913","20251030"
"Special#550","0","0","0","0","0","0","0","20250907","20251026"
"Special#551","0","0","0","0","0","0","0","20250907","20260228"
"Special#552","0","0","0","0","0","0","0","20250910","20251213"
"Special#553","0","0","0","0","0","0","0","20250915","20251212"
"Special#554","0","0","0","0","0","0","0","20251214","20260226"
"Special#555","0","0","0","0","0","0","0","20250910","20251030"
"Special#556","0","0","0","0","0","0","0","20251109","20251228"
"Special#557","0","0","0","0","0","0","0","20250907","20260222"
"Special#558","0","0","0","0","0","0","0","20251105","20260227"
"Special#559","0","0","0","0","0","0","0","20251220","20260228"
"Special#560","0","0","0","0","0","0","0","20250907","20251211"
"Special#561","0","0","0","0","0","0","0","20250910","20251213"
"Special#562","0","0","0","0","0","0","0","20250921","20251207"
"Special#563","0","0","0","0","0","0","0","20251103","20260228"
"Special#564","0","0","0","0","0","0","0","20251109","20260227"
"Special#565","0","0","0","0","0","0","0","20250907","20251030"
"Special#566","0","0","0","0","0","0","0","20250921","20251026"
"Special#567","0","0","0","0","0","0","0","20250907","20260228"
"Special#568","0","0","0","0","0","0","0","20250910","20251213"
"Special#569","0","0","0","0","0","0","0","20250915","20251212"
"Special#570","0","0","0","0","0","0","0","20251214","20260222"
"Special#571","0","0","0","0","0","0","0","20251103","20260228"
"Special#572","0","0","0","0","0","0","0","20250907","20251030"
"Special#573","0","0","0","0","0","0","0","20250907","20260228"
"Special#574","0","0","0","0","0","0","0","20250910","20251213"
"Special#575","0","0","0","0","0","0","0","20251215","20260227"
"Special#576","0","0","0","0","0","0","0","20251104","20251212"
"Special#577","0","0","0","0","0","0","0","20251103","20251226"
"Special#578","0","0","0","0","0","0","0","20251108","20260228"
"Special#579","0","0","0","0","0","0","0","20250908","20251030"
"Special#580","0","0","0","0","0","0","0","20250907","20260222"
"Special#581","0","0","0","0","0","0","0","20250910","20251213"
"Special#582","0","0","0","0","0","0","0","20250910","20251213"
"Special#583","0","0","0","0","0","0","0","20250910","20251030"
"Special#584","0","0","0","0","0","0","0","20250910","20251212"
"Special#585","0","0","0","0","0","0","0","20251020","20251030"
"Special#586","0","0","0","0","0","0","0","20251103","20260107"
"Special#587","0","0","0","0","0","0","0","20250921","20251005"
"Special#588","0","0","0","0","0","0","0","20251012","20251019"
"Special#589","0","0","0","0","0","0","0","20251109","20251130"
"Special#590","0","0","0","0","0","0","0","20251116","20260228"
"Special#591","0","0","0","0","0","0","0","20251108","20251213"
"Special#592","0","0","0","0","0","0","0","20251026","20251026"
"Special#593","0","0","0","0","0","0","0","20251127","20251212"
"Special#594","0","0","0","0","0","0","0","20251224","20260106"
"Special#595","0","0","0","0","0","0","0","20251214","20260228"
"Special#596","0","0","0","0","0","0","0","20251109","20251207"
"Special#597","0","0","0","0","0","0","0","20251108","20251213"
"Special#598","0","0","0","0","0","0","0","20250921","20251019"
"Special#599","0","0","0","0","0","0","0","20250920","20251025"
"Special#600","0","0","0","0","0","0","0","20250919","20251024"
"Special#601","0","0","0","0","0","0","0","20250915","20251030"
"Special#602","0","0","0","0","0","0","0","20251103","20251211"
"Special#603","0","0","0","0","0","0","0","20251107","20251205"
"Special#604","0","0","0","0","0","0","0","20251212","20251212"
"Special#605","0","0","0","0","0","0","0","20251220","20260228"
"Special#606","0","0","0","0","0","0","0","20251224","20251227"
"Special#607","0","0","0","0","0","0","0","20251116","20251123"
"Special#608","0","0","0","0","0","0","0","20251109","20251207"
"Special#609","0","0","0","0","0","0","0","20251225","20260106"
"Special#610","0","0","0","0","0","0","0","20251214","20260222"
"Special#611","0","0","0","0","0","0","0","20250928","20251005"
"Special#612","0","0","0","0","0","0","0","20251025","20251025"
"Special#613","0","0","0","0","0","0","0","20250910","20250913"
"Special#614","0","0","0","0","0","0","0","20260106","20260106"
"Special#615","0","0","0","0","0","0","0","20251223","20260107"
"Special#616","0","0","0","0","0","0","0","20251215","20260228"
"Special#617","0","0","0","0","0","0","0","20251115","20251122"
"Special#618","0","0","0","0","0","0","0","20251108","20251213"
"Special#619","0","0","0","0","0","0","0","20251207","20251207"
"Special#620","0","0","0","0","0","0","0","20250915","20251030"
"Special#621","0","0","0","0","0","0","0","20251103","20251213"
"Special#622","0","0","0","0","0","0","0","20251115","20251115"
"Special#623","0","0","0","0","0","0","0","20251025","20251029"
"Special#624","0","0","0","0","0","0","0","20251116","20251130"
"Special#625","0","0","0","0","0","0","0","20251106","20251212"
"Special#626","0","0","0","0","0","0","0","20251105","20251114"
"Special#627","0","0","0","0","0","0","0","20251206","20251213"
"Special#628","0","0","0","0","0","0","0","20251108","20251129"
"Special#629","0","0","0","0","0","0","0","20251023","20251030"
"Special#630","0","0","0","0","0","0","0","20250915","20251211"
"Special#631","0","0","0","0","0","0","0","20251116","20251116"
"Special#632","0","0","0","0","0","0","0","20251025","20251026"
"Special#633","0","0","0","0","0","0","0","20250920","20251019"
"Special#634","0","0","0","0","0","0","0","20260107","20260107"
"Special#635","0","0","0","0","0","0","0","20251219","20260227"
"Special#636","0","0","0","0","0","0","0","20251214","20260226"
"Special#637","0","0","0","0","0","0","0","20251108","20251213"
"Special#638","0","0","0","0","0","0","0","20251103","20251212"
"Special#639","0","0","0","0","0","0","0","20250908","20250913"
"Special#640","0","0","0","0","0","0","0","20251223","20260107"
"Special#641","0","0","0","0","0","0","0","20251214","20260227"
"Special#642","0","0","0","0","0","0","0","20250907","20250912"
"Special#643","0","0","0","0","0","0","0","20250914","20250914"
"Special#644","0","0","0","0","0","0","0","20251215","20260228"
"Special#645","0","0","0","0","0","0","0","20251109","20251207"
"Special#646","0","0","0","0","0","0","0","20250915","20251030"
"Special#647","0","0","0","0","0","0","0","20250920","20250920"
"Special#648","0","0","0","0","0","0","0","20251103","20260106"
"Special#649","0","0","0","0","0","0","0","20251103","20260227"
"Special#650","0","0","0","0","0","0","0","20251026","20251029"
"Special#651","0","0","0","0","0","0","0","20250915","20251211"
"Special#652","0","0","0","0","0","0","0","20251115","20260222"
"Special#653","0","0","0","0","0","0","0","20251108","20260227"
"Special#654","0","0","0","0","0","0","0","20250915","20251112"
"Special#655","0","0","0","0","0","0","0","20251201","20251212"
"Special#656","0","0","0","0","0","0","0","20251107","20260228"
"Special#657","0","0","0","0","0","0","0","20251227","20251227"
"Special#658","0","0","0","0","0","0","0","20250921","20251004"
"Special#659","0","0","0","0","0","0","0","20250920","20251213"
"Special#660","0","0","0","0","0","0","0","20250907","20250914"
"Special#661","0","0","0","0","0","0","0","20251225","20251226"
"Special#662","0","0","0","0","0","0","0","20251011","20251018"
"Special#663","0","0","0","0","0","0","0","20250919","20260228"
"Special#664","0","0","0","0","0","0","0","20251107","20251213"
"Special#665","0","0","0","0","0","0","0","20251031","20251101"
"Special#666","0","0","0","0","0","0","0","20251020","20251121"
"Special#667","0","0","0","0","0","0","0","20251103","20251120"
"Special#668","0","0","0","0","0","0","0","20250910","20251017"
"Special#669","0","0","0","0","0","0","0","20251020","20251121"
"Special#670","0","0","0","0","0","0","0","20251105","20251105"
"Special#671","0","0","0","0","0","0","0","20251225","20251228"
"Special#672","0","0","0","0","0","0","0","20250910","20251212"
"Special#673","0","0","0","0","0","0","0","20251103","20251121"
"Special#674","0","0","0","0","0","0","0","20250907","20260222"
"Special#675","0","0","0","0","0","0","0","20251108","20260228"
"Special#676","0","0","0","0","0","0","0","20251030","20251031"
"Special#677","0","0","0","0","0","0","0","20251103","20260227"
"Special#678","0","0","0","0","0","0","0","20250908","20251029"
"Special#679","0","0","0","0","0","0","0","20250915","20251212"
"Special#680","0","0","0","0","0","0","0","20250907","20260228"
"Special#681","0","0","0","0","0","0","0","20250920","20260222"
"Special#682","0","0","0","0","0","0","0","20250907","20260228"
"Special#683","0","0","0","0","0","0","0","20250921","20251130"
"Special#684","0","0","0","0","0","0","0","20250915","20251213"
"Special#685","0","0","0","0","0","0","0","20250915","20251213"
"Special#686","0","0","0","0","0","0","0","20251025","20251029"
"Special#687","0","0","0","0","0","0","0","20250907","20250914"
"Special#688","0","0","0","0","0","0","0","20250921","20251207"
"Special#689","0","0","0","0","0","0","0","20250915","20251213"
"Special#690","0","0","0","0","0","0","0","20250928","20251130"
"Special#691","0","0","0","0","0","0","0","20250920","20251213"
"Special#692","0","0","0","0","0","0","0","20250921","20251207"
"Special#693","0","0","0","0","0","0","0","20250915","20251213"
"Special#694","0","0","0","0","0","0","0","20250915","20251213"
"Special#695","0","0","0","0","0","0","0","20250921","20251207"
"Special#696","0","0","0","0","0","0","0","20250921","20251130"
"Special#697","0","0","0","0","0","0","0","20250920","20251213"
"Special#698","0","0","0","0","0","0","0","20250915","20251212"
"Special#699","0","0","0","0","0","0","0","20250920","20251213"
"Special#700","0","0","0","0","0","0","0","20250915","20251212"
"Special#701","0","0","0","0","0","0","0","20250915","20260227"
"Special#702","0","0","0","0","0","0","0","20250920","20260228"
"Special#703","0","0","0","0","0","0","0","20250921","20260227"
"Special#704","0","0","0","0","0","0","0","20250920","20260228"
"Special#705","0","0","0","0","0","0","0","20250915","20251212"
"Special#706","0","0","0","0","0","0","0","20250920","20260228"
"Special#707","0","0","0","0","0","0","0","20250916","20251211"
"Special#708","0","0","0","0","0","0","0","20250928","20260226"
"Special#709","0","0","0","0","0","0","0","20250917","20250917"
"Special#710","0","0","0","0","0","0","0","20250916","20260226"
"Special#711","0","0","0","0","0","0","0","20250907","20250911"
"Special#712","0","0","0","0","0","0","0","20250919","20260228"
"Special#713","0","0","0","0","0","0","0","20251003","20260105"
"Special#714","0","0","0","0","0","0","0","20251223","20260105"
"Special#715","0","0","0","0","0","0","0","20251219","20260228"
"Special#716","0","0","0","0","0","0","0","20250919","20251213"
"Special#717","0","0","0","0","0","0","0","20251120","20251126"
"Special#718","0","0","0","0","0","0","0","20250915","20251212"
"Special#719","0","0","0","0","0","0","0","20251010","20251114"
"Special#720","0","0","0","0","0","0","0","20250915","20251212"
"Special#721","0","0","0","0","0","0","0","20251104","20251121"
"Special#722","0","0","0","0","0","0","0","20251020","20251024"
"Special#723","0","0","0","0","0","0","0","20250915","20251126"
"Special#724","0","0","0","0","0","0","0","20251020","20251121"
"Special#725","0","0","0","0","0","0","0","20250915","20251126"
"Special#726","0","0","0","0","0","0","0","20251020","20251121"
"Special#727","0","0","0","0","0","0","0","20250915","20260227"
"Special#728","0","0","0","0","0","0","0","20250908","20251121"
"Special#729","0","0","0","0","0","0","0","20251124","20260227"
"Special#730","0","0","0","0","0","0","0","20250912","20260228"
"Special#731","0","0","0","0","0","0","0","20251108","20251225"
"Special#732","0","0","0","0","0","0","0","20250908","20251226"
"Special#733","0","0","0","0","0","0","0","20251113","20251113"
"Special#734","0","0","0","0","0","0","0","20250907","20260228"
"Special#735","0","0","0","0","0","0","0","20250907","20260228"
"Special#736","0","0","0","0","0","0","0","20250915","20251212"
"Special#737","0","0","0","0","0","0","0","20250907","20260228"
"Special#738","0","0","0","0","0","0","0","20250907","20260228"
"Special#739","0","0","0","0","0","0","0","20250915","20251212"
"Special#740","0","0","0","0","0","0","0","20250908","20251212"
"Special#741","0","0","0","0","0","0","0","20250908","20260228"
"Special#742","0","0","0","0","0","0","0","20250915","20251212"
"Special#743","0","0","0","0","0","0","0","20250907","20260228"
"Special#744","0","0","0","0","0","0","0","20250908","20260228"
"Special#745","0","0","0","0","0","0","0","20250908","20251030"
"Special#746","0","0","0","0","0","0","0","20250915","20251022"
"Special#747","0","0","0","0","0","0","0","20251106","20251128"
"Special#748","0","0","0","0","0","0","0","20251103","20251212"
"Special#749","0","0","0","0","0","0","0","20250907","20260228"
"Special#750","0","0","0","0","0","0","0","20251214","20260227"
"Special#751","0","0","0","0","0","0","0","20250907","20260228"
"Special#752","0","0","0","0","0","0","0","20251225","20251225"
"Special#753","0","0","0","0","0","0","0","20250912","20260227"
"Special#754","0","0","0","0","0","0","0","20251107","20260228"
"Special#755","0","0","0","0","0","0","0","20250920","20251213"
"Special#756","0","0","0","0","0","0","0","20251106","20251212"
"Special#757","0","0","0","0","0","0","0","20250915","20251119"
"Special#758","0","0","0","0","0","0","0","20250921","20260228"
"Special#759","0","0","0","0","0","0","0","20250920","20251213"
"Special#760","0","0","0","0","0","0","0","20250915","20251212"
"Special#761","0","0","0","0","0","0","0","20251012","20251123"
"Special#762","0","0","0","0","0","0","0","20250920","20251213"
"Special#763","0","0","0","0","0","0","0","20250921","20251207"
"Special#764","0","0","0","0","0","0","0","20250915","20251213"
"Special#765","0","0","0","0","0","0","0","20250928","20251123"
"Special#766","0","0","0","0","0","0","0","20250921","20251207"
"Special#767","0","0","0","0","0","0","0","20250921","20251207"
"Special#768","0","0","0","0","0","0","0","20251115","20251129"
"Special#769","0","0","0","0","0","0","0","20250920","20251213"
"Special#770","0","0","0","0","0","0","0","20250921","20251207"
"Special#771","0","0","0","0","0","0","0","20250915","20251212"
"Special#772","0","0","0","0","0","0","0","20250921","20251207"
"Special#773","0","0","0","0","0","0","0","20250915","20260228"
"Special#774","0","0","0","0","0","0","0","20250907","20250914"
"Special#775","0","0","0","0","0","0","0","20250920","20251213"
"Special#776","0","0","0","0","0","0","0","20250915","20251212"
"Special#777","0","0","0","0","0","0","0","20250920","20260228"
"Special#778","0","0","0","0","0","0","0","20251115","20251126"
"Special#779","0","0","0","0","0","0","0","20250915","20260228"
"Special#780","0","0","0","0","0","0","0","20250920","20260227"
"Special#781","0","0","0","0","0","0","0","20250907","20250914"
"Special#782","0","0","0","0","0","0","0","20250928","20260226"
"Special#783","0","0","0","0","0","0","0","20250921","20251207"
"Special#784","0","0","0","0","0","0","0","20250916","20260106"
"Special#785","0","0","0","0","0","0","0","20251003","20251227"
"Special#786","0","0","0","0","0","0","0","20250919","20260228"
"Special#787","0","0","0","0","0","0","0","20250927","20251004"
"Special#788","0","0","0","0","0","0","0","20251115","20260227"
"Special#789","0","0","0","0","0","0","0","20250920","20251213"
"Special#790","0","0","0","0","0","0","0","20250919","20260228"
"Special#791","0","0","0","0","0","0","0","20250921","20251207"
"Special#792","0","0","0","0","0","0","0","20250912","20260228"
"Special#793","0","0","0","0","0","0","0","20250907","20260107"
"Special#794","0","0","0","0","0","0","0","20250921","20251207"
"Special#795","0","0","0","0","0","0","0","20250907","20260222"
"Special#796","0","0","0","0","0","0","0","20251123","20260107"
"Special#797","0","0","0","0","0","0","0","20251215","20260226"
"Special#798","0","0","0","0","0","0","0","20250915","20251211"
"Special#799","0","0","0","0","0","0","0","20250908","20251119"
"Special#800","0","0","0","0","0","0","0","20251120","20251126"
"Special#801","0","0","0","0","0","0","0","20250915","20260227"
"Special#802","0","0","0","0","0","0","0","20250920","20260228"
"Special#803","0","0","0","0","0","0","0","20251114","20251127"
"Special#804","0","0","0","0","0","0","0","20251006","20251010"
"Special#805","0","0","0","0","0","0","0","20250915","20251212"
"Special#806","0","0","0","0","0","0","0","20250915","20251212"
"Special#807","0","0","0","0","0","0","0","20251117","20251126"
"Special#808","0","0","0","0","0","0","0","20250920","20251213"
"Special#809","0","0","0","0","0","0","0","20250921","20251130"
"Special#810","0","0","0","0","0","0","0","20250915","20251212"
"Special#811","0","0","0","0","0","0","0","20250920","20251213"
"Special#812","0","0","0","0","0","0","0","20251026","20251102"
"Special#813","0","0","0","0","0","0","0","20250907","20260227"
"Special#814","0","0","0","0","0","0","0","20250920","20260228"
"Special#815","0","0","0","0","0","0","0","20250921","20260227"
"Special#816","0","0","0","0","0","0","0","20250907","20260228"
"Special#817","0","0","0","0","0","0","0","20250908","20260227"
"Special#818","0","0","0","0","0","0","0","20251020","20251029"
"Special#819","0","0","0","0","0","0","0","20250921","20251207"
"Special#820","0","0","0","0","0","0","0","20250915","20251212"
"Special#821","0","0","0","0","0","0","0","20251108","20251123"
"Special#822","0","0","0","0","0","0","0","20251018","20251026"
"Special#823","0","0","0","0","0","0","0","20251018","20251121"
"Special#824","0","0","0","0","0","0","0","20251108","20251123"
"Special#825","0","0","0","0","0","0","0","20251018","20251030"
"Special#826","0","0","0","0","0","0","0","20251103","20251123"
"Special#827","0","0","0","0","0","0","0","20251020","20251113"
"Special#828","0","0","0","0","0","0","0","20251107","20251121"
"Special#829","0","0","0","0","0","0","0","20251018","20251113"
"Special#830","0","0","0","0","0","0","0","20251107","20251123"
"Special#831","0","0","0","0","0","0","0","20251018","20251121"
"Special#832","0","0","0","0","0","0","0","20251018","20251030"
"Special#833","0","0","0","0","0","0","0","20251021","20251023"
"Special#834","0","0","0","0","0","0","0","20251018","20251120"
"Special#835","0","0","0","0","0","0","0","20251107","20251123"
"Special#836","0","0","0","0","0","0","0","20251018","20251120"
"Special#837","0","0","0","0","0","0","0","20251103","20251123"
"Special#838","0","0","0","0","0","0","0","20251018","20251121"
"Special#839","0","0","0","0","0","0","0","20251108","20251123"
"Special#840","0","0","0","0","0","0","0","20251018","20251121"
"Special#841","0","0","0","0","0","0","0","20251117","20251119"
"Special#842","0","0","0","0","0","0","0","20251115","20251123"
"Special#843","0","0","0","0","0","0","0","20251017","20251120"
"Special#844","0","0","0","0","0","0","0","20251017","20251123"
"Special#845","0","0","0","0","0","0","0","20251116","20251120"
"Special#846","0","0","0","0","0","0","0","20251103","20251122"
"Special#847","0","0","0","0","0","0","0","20251017","20251121"
"Special#848","0","0","0","0","0","0","0","20251017","20251121"
"Special#849","0","0","0","0","0","0","0","20251114","20251119"
"Special#850","0","0","0","0","0","0","0","20251103","20251123"
"Special#851","0","0","0","0","0","0","0","20251017","20251123"
"Special#852","0","0","0","0","0","0","0","20251020","20251109"
"Special#853","0","0","0","0","0","0","0","20251020","20251113"
"Special#854","0","0","0","0","0","0","0","20251030","20251120"
"Special#855","0","0","0","0","0","0","0","20251018","20251029"
"Special#856","0","0","0","0","0","0","0","20251024","20251121"
"Special#857","0","0","0","0","0","0","0","20251020","20251028"
"Special#858","0","0","0","0","0","0","0","20251020","20251121"
"Special#859","0","0","0","0","0","0","0","20251020","20251121"
"Special#860","0","0","0","0","0","0","0","20251223","20260105"
"Special#861","0","0","0","0","0","0","0","20250907","20251212"
"Special#862","0","0","0","0","0","0","0","20251003","20251005"
"Special#863","0","0","0","0","0","0","0","20250908","20251212"
"Special#864","0","0","0","0","0","0","0","20250908","20251212"
"Special#865","0","0","0","0","0","0","0","20250907","20251207"
"Special#866","0","0","0","0","0","0","0","20250907","20251213"
"Special#867","0","0","0","0","0","0","0","20251018","20251102"
"Special#868","0","0","0","0","0","0","0","20250907","20251213"
"Special#869","0","0","0","0","0","0","0","20250907","20251213"
"Special#870","0","0","0","0","0","0","0","20251215","20260226"
"Special#871","0","0","0","0","0","0","0","20251018","20251102"
"Special#872","0","0","0","0","0","0","0","20250907","20251213"
"Special#873","0","0","0","0","0","0","0","20251224","20260106"
"Special#874","0","0","0","0","0","0","0","20251226","20251226"
"Special#875","0","0","0","0","0","0","0","20251224","20260106"
"Special#876","0","0","0","0","0","0","0","20250907","20251207"
"Special#877","0","0","0","0","0","0","0","20251124","20251213"
"Special#878","0","0","0","0","0","0","0","20251214","20260228"
"Special#879","0","0","0","0","0","0","0","20251224","20251228"
"Special#880","0","0","0","0","0","0","0","20250907","20251016"
"Special#881","0","0","0","0","0","0","0","20251002","20251004"
"Special#882","0","0","0","0","0","0","0","20251124","20251213"
"Special#883","0","0","0","0","0","0","0","20251214","20260228"
"Special#884","0","0","0","0","0","0","0","20251215","20260226"
"Special#885","0","0","0","0","0","0","0","20251223","20260106"
"Special#886","0","0","0","0","0","0","0","20251010","20251010"
"Special#887","0","0","0","0","0","0","0","20250907","20251213"
"Special#888","0","0","0","0","0","0","0","20251124","20251211"
"Special#889","0","0","0","0","0","0","0","20250907","20251213"
"Special#890","0","0","0","0","0","0","0","20250907","20251213"
"Special#891","0","0","0","0","0","0","0","20250907","20251213"
"Special#892","0","0","0","0","0","0","0","20250912","20251213"
"Special#893","0","0","0","0","0","0","0","20251219","20260227"
"Special#894","0","0","0","0","0","0","0","20251020","20251120"
"Special#895","0","0","0","0","0","0","0","20251024","20251121"
"Special#896","0","0","0","0","0","0","0","20251020","20251120"
"Special#897","0","0","0","0","0","0","0","20250919","20251212"
"Special#898","0","0","0","0","0","0","0","20250915","20251211"
"Special#899","0","0","0","0","0","0","0","20250913","20250921"
"Special#900","0","0","0","0","0","0","0","20251019","20251123"
"Special#901","0","0","0","0","0","0","0","20251017","20251023"
"Special#902","0","0","0","0","0","0","0","20251018","20251123"
"Special#903","0","0","0","0","0","0","0","20251018","20251123"
"Special#904","0","0","0","0","0","0","0","20251018","20251122"
"Special#905","0","0","0","0","0","0","0","20251020","20251121"
"Special#906","0","0","0","0","0","0","0","20251018","20251123"
"Special#907","0","0","0","0","0","0","0","20251018","20251123"
"Special#908","0","0","0","0","0","0","0","20251018","20251123"
"Special#909","0","0","0","0","0","0","0","20251018","20251123"
"Special#910","0","0","0","0","0","0","0","20251018","20251123"
"Special#911","0","0","0","0","0","0","0","20251113","20251120"
"Special#912","0","0","0","0","0","0","0","20251017","20251123"
"Special#913","0","0","0","0","0","0","0","20251017","20251123"
"Special#914","0","0","0","0","0","0","0","20251020","20251121"
"Special#915","0","0","0","0","0","0","0","20251017","20251122"
"Special#916","0","0","0","0","0","0","0","20251020","20251022"
"Special#917","0","0","0","0","0","0","0","20251109","20251109"
"Special#918","0","0","0","0","0","0","0","20251019","20251123"
"Special#919","0","0","0","0","0","0","0","20251020","20251120"
"Special#920","0","0","0","0","0","0","0","20251017","20251122"
"Special#921","0","0","0","0","0","0","0","20250912","20251213"
"Special#922","0","0","0","0","0","0","0","20250919","20251011"
"Special#923","0","0","0","0","0","0","0","20251224","20260106"
"Special#924","0","0","0","0","0","0","0","20251215","20260227"
"Special#925","0","0","0","0","0","0","0","20251223","20251223"
"Special#926","0","0","0","0","0","0","0","20250907","20251213"
"Special#927","0","0","0","0","0","0","0","20250907","20251213"
"Special#928","0","0","0","0","0","0","0","20251024","20251123"
"Special#929","0","0","0","0","0","0","0","20250907","20251213"
"Special#930","0","0","0","0","0","0","0","20251228","20260106"
"Special#931","0","0","0","0","0","0","0","20251224","20251227"
"Special#932","0","0","0","0","0","0","0","20251219","20260228"
"Special#933","0","0","0","0","0","0","0","20251103","20251121"
"Special#934","0","0","0","0","0","0","0","20251104","20251105"
"Special#935","0","0","0","0","0","0","0","20251106","20251117"
"Special#936","0","0","0","0","0","0","0","20251017","20251121"
"Special#937","0","0","0","0","0","0","0","20251018","20251123"
"Special#938","0","0","0","0","0","0","0","20251018","20251019"
"Special#939","0","0","0","0","0","0","0","20251020","20251117"
"Special#940","0","0","0","0","0","0","0","20251118","20251121"
"Special#941","0","0","0","0","0","0","0","20251124","20251126"
"Special#942","0","0","0","0","0","0","0","20250915","20251212"
"Special#943","0","0","0","0","0","0","0","20251018","20251123"
"Special#944","0","0","0","0","0","0","0","20251025","20251123"
"Special#945","0","0","0","0","0","0","0","20251024","20251121"
"Special#946","0","0","0","0","0","0","0","20251129","20251213"
"Special#947","0","0","0","0","0","0","0","20250908","20251213"
"Special#948","0","0","0","0","0","0","0","20251215","20260228"
"Special#949","0","0","0","0","0","0","0","20250908","20251213"
"Special#950","0","0","0","0","0","0","0","20250907","20251212"
"Special#951","0","0","0","0","0","0","0","20251214","20260228"
"Special#952","0","0","0","0","0","0","0","20251224","20260106"
"Special#953","0","0","0","0","0","0","0","20251228","20251228"
"Special#954","0","0","0","0","0","0","0","20250907","20251012"
"Special#955","0","0","0","0","0","0","0","20250912","20251213"
"Special#956","0","0","0","0","0","0","0","20251214","20260227"
"Special#957","0","0","0","0","0","0","0","20250907","20251207"
"Special#958","0","0","0","0","0","0","0","20250908","20251213"
"Special#959","0","0","0","0","0","0","0","20250907","20251213"
"Special#960","0","0","0","0","0","0","0","20251130","20251207"
"Special#961","0","0","0","0","0","0","0","20250913","20251123"
